record_id,kind,operator,eia_utility_ids,state,county_fips,footprint_rule,start_utc,end_utc,source_url,source_type,notes,flag_damage_shed
LS-DOE417-2019-R084,load_shed,not named in DOE-417 summary,,AZ,04013,county_list,2019-04-26T01:03:00Z,2019-04-26T01:32:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 84; area as reported: ""Arizona: Maricopa County;""; NERC region WECC; event type ""Generation Inadequacy""; times as reported (local clock, America/Phoenix); size as reported (information only): 150 MW, 51,366 customers; local clock 2019-04-25 18:03 (America/Phoenix) to 2019-04-25 18:32 (America/Phoenix)",0
LS-DOE417-2019-R118,load_shed,not named in DOE-417 summary,,CA,06025,county_list,2019-06-12T21:56:00Z,2019-06-12T22:50:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 118; area as reported: ""California: Imperial County, Riverside County;""; NERC region WECC; event type ""Generation Inadequacy""; times as reported (local clock, America/Los_Angeles); size as reported (information only): 982 MW, 30,907 customers; local clock 2019-06-12 14:56 (America/Los_Angeles) to 2019-06-12 15:50 (America/Los_Angeles)",0
LS-DOE417-2019-R118,load_shed,not named in DOE-417 summary,,CA,06065,county_list,2019-06-12T21:56:00Z,2019-06-12T22:50:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 118; area as reported: ""California: Imperial County, Riverside County;""; NERC region WECC; event type ""Generation Inadequacy""; times as reported (local clock, America/Los_Angeles); size as reported (information only): 982 MW, 30,907 customers; local clock 2019-06-12 14:56 (America/Los_Angeles) to 2019-06-12 15:50 (America/Los_Angeles)",0
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22013,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22015,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22017,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22031,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22043,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22069,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22081,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
